"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"Contact","Contact","Id","Contact ID","id",18,false,"[]",,false,false,,"[]",false
"Contact","Contact","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"Contact","Contact","MasterRecordId","Master Record ID","reference",18,true,"[""Contact""]","MasterRecord",false,false,,"[]",false
"Contact","Contact","AccountId","Account ID","reference",18,true,"[""Account""]","Account",false,true,,"[]",false
"Contact","Contact","IsPersonAccount","Is Person Account","boolean",0,false,"[]",,false,false,,"[]",false
"Contact","Contact","LastName","Last Name","string",80,false,"[]",,false,true,,"[]",false
"Contact","Contact","FirstName","First Name","string",40,true,"[]",,false,true,,"[]",false
"Contact","Contact","Salutation","Salutation","picklist",40,true,"[]",,false,true,,"[""Mr."",""Ms."",""Mrs."",""Dr."",""Prof.""]",false
"Contact","Contact","MiddleName","Middle Name","string",40,true,"[]",,false,true,,"[]",false
"Contact","Contact","Suffix","Suffix","string",40,true,"[]",,false,true,,"[]",false
"Contact","Contact","Name","Full Name","string",121,false,"[]",,false,false,,"[]",false
"Contact","Contact","RecordTypeId","Record Type ID","reference",18,true,"[""RecordType""]","RecordType",false,true,,"[]",false
"Contact","Contact","OtherStreet","Other Street","textarea",255,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherCity","Other City","string",40,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherState","Other State/Province","string",80,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherPostalCode","Other Zip/Postal Code","string",20,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherCountry","Other Country","string",80,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherLatitude","Other Latitude","double",0,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherLongitude","Other Longitude","double",0,true,"[]",,false,true,,"[]",false
"Contact","Contact","OtherGeocodeAccuracy","Other Geocode Accuracy","picklist",40,true,"[]",,false,true,,"[""Address"",""NearAddress"",""Block"",""Street"",""ExtendedZip"",""Zip"",""Neighborhood"",""City"",""County"",""State"",""Unknown""]",false
"Contact","Contact","OtherAddress","Other Address","address",0,true,"[]",,false,false,,"[]",false
