Label,Name,Nillable,Picklistvalues,Referenceto,Relationshipname,Type,Unique,Updateable
Group Member ID,Id,FALSE,--,--,null,id,FALSE,FALSE
Group ID,GroupId,FALSE,--,"[ ""Group"" ]",Group,reference,FALSE,FALSE
User/Group ID,UserOrGroupId,FALSE,--,"[ ""Group"", ""User"" ]",null,reference,FALSE,FALSE
System Modstamp,SystemModstamp,FALSE,--,--,null,datetime,FALSE,FALSE
