Label,Name,Nillable,Picklistvalues,Referenceto,Relationshipname,Type,Unique,Updateable
API Enabled,PermissionsApiEnabled,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Custom Report Types,PermissionsManageCustomReportTypes,FALSE,--,--,null,boolean,FALSE,TRUE
Edit Case Comments,PermissionsEditCaseComments,FALSE,--,--,null,boolean,FALSE,TRUE
Transfer Cases,PermissionsTransferAnyCase,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Salesforce CRM Content,PermissionsContentAdministrator,FALSE,--,--,null,boolean,FALSE,TRUE
Create Libraries,PermissionsCreateWorkspaces,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Content Permissions,PermissionsManageContentPermissions,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Content Properties,PermissionsManageContentProperties,FALSE,--,--,null,boolean,FALSE,TRUE
Manage record types and layouts for Files,PermissionsManageContentTypes,FALSE,--,--,null,boolean,FALSE,TRUE
Schedule Dashboards,PermissionsScheduleJob,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Lightning Sync,PermissionsManageExchangeConfig,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Reporting Snapshots,PermissionsManageAnalyticSnapshots,FALSE,--,--,null,boolean,FALSE,TRUE
Schedule Reports,PermissionsScheduleReports,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Business Hours Holidays,PermissionsManageBusinessHourHolidays,FALSE,--,--,null,boolean,FALSE,TRUE
Show Custom Sidebar On All Pages,PermissionsCustomSidebarOnAllPages,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Flow,PermissionsManageInteraction,FALSE,--,--,null,boolean,FALSE,TRUE
View My Team's Dashboards,PermissionsViewMyTeamsDashboards,FALSE,--,--,null,boolean,FALSE,TRUE
Moderate Chatter,PermissionsModerateChatter,FALSE,--,--,null,boolean,FALSE,TRUE
Reset User Passwords and Unlock Users,PermissionsResetPasswords,FALSE,--,--,null,boolean,FALSE,TRUE
Require Flow User Feature License,PermissionsFlowUFLRequired,FALSE,--,--,null,boolean,FALSE,TRUE
Insert System Field Values for Chatter Feeds,PermissionsCanInsertFeedSystemFields,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Email Templates,PermissionsEmailTemplateManagement,FALSE,--,--,null,boolean,FALSE,TRUE
Email Administration,PermissionsEmailAdministration,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Chatter Messages and Direct Messages,PermissionsManageChatterMessages,FALSE,--,--,null,boolean,FALSE,TRUE
Email-Based Identity Verification Option,PermissionsAllowEmailIC,FALSE,--,--,null,boolean,FALSE,TRUE
Create Public Links,PermissionsChatterFileLink,FALSE,--,--,null,boolean,FALSE,TRUE
Two-Factor Authentication for User Interface Logins,PermissionsForceTwoFactor,FALSE,--,--,null,boolean,FALSE,TRUE
View Event Log Files,PermissionsViewEventLogFiles,FALSE,--,--,null,boolean,FALSE,TRUE
Create and Set Up Communities,PermissionsManageNetworks,FALSE,--,--,null,boolean,FALSE,TRUE
Use Case Feed,PermissionsViewCaseInteraction,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Auth. Providers,PermissionsManageAuthProviders,FALSE,--,--,null,boolean,FALSE,TRUE
Run Flows,PermissionsRunFlow,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Quotas,PermissionsManageQuotas,FALSE,--,--,null,boolean,FALSE,TRUE
Create and Customize Dashboards,PermissionsCreateCustomizeDashboards,FALSE,--,--,null,boolean,FALSE,TRUE
Create Dashboard Folders,PermissionsCreateDashboardFolders,FALSE,--,--,null,boolean,FALSE,TRUE
View Dashboards in Public Folders,PermissionsViewPublicDashboards,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Dashboards in Public Folders,PermissionsManageDashbdsInPubFolders,FALSE,--,--,null,boolean,FALSE,TRUE
Create and Customize Reports,PermissionsCreateCustomizeReports,FALSE,--,--,null,boolean,FALSE,TRUE
Create Report Folders,PermissionsCreateReportFolders,FALSE,--,--,null,boolean,FALSE,TRUE
View Reports in Public Folders,PermissionsViewPublicReports,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Reports in Public Folders,PermissionsManageReportsInPubFolders,FALSE,--,--,null,boolean,FALSE,TRUE
Edit My Dashboards,PermissionsEditMyDashboards,FALSE,--,--,null,boolean,FALSE,TRUE
Edit My Reports,PermissionsEditMyReports,FALSE,--,--,null,boolean,FALSE,TRUE
View All Users,PermissionsViewAllUsers,FALSE,--,--,null,boolean,FALSE,TRUE
Connect Organization to Environment Hub,PermissionsConnectOrgToEnvironmentHub,FALSE,--,--,null,boolean,FALSE,TRUE
Create and Customize List Views,PermissionsCreateCustomizeFilters,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Communities,PermissionsGovernNetworks,FALSE,--,--,null,boolean,FALSE,TRUE
Sales Console,PermissionsSalesConsole,FALSE,--,--,null,boolean,FALSE,TRUE
Two-Factor Authentication for API Logins,PermissionsTwoFactorApi,FALSE,--,--,null,boolean,FALSE,TRUE
Delete Topics,PermissionsDeleteTopics,FALSE,--,--,null,boolean,FALSE,TRUE
Edit Topics,PermissionsEditTopics,FALSE,--,--,null,boolean,FALSE,TRUE
Create Topics,PermissionsCreateTopics,FALSE,--,--,null,boolean,FALSE,TRUE
Assign Topics,PermissionsAssignTopics,FALSE,--,--,null,boolean,FALSE,TRUE
Use Identity Features,PermissionsIdentityEnabled,FALSE,--,--,null,boolean,FALSE,TRUE
Use Identity Connect,PermissionsIdentityConnect,FALSE,--,--,null,boolean,FALSE,TRUE
Access Libraries,PermissionsContentWorkspaces,FALSE,--,--,null,boolean,FALSE,TRUE
Create custom Badge Definitions,PermissionsCreateWorkBadgeDefinition,FALSE,--,--,null,boolean,FALSE,TRUE
Access Custom Mobile Apps,PermissionsCustomMobileAppsAccess,FALSE,--,--,null,boolean,FALSE,TRUE
View Help Link,PermissionsViewHelpLink,FALSE,--,--,null,boolean,FALSE,TRUE
